Gene name,Uniprot ID,human PPIs,sum human PPIs,sum human dmis,dN/dS,surface residues (%),disordered residues (%),unmasked disorder residues (%),contact order,temporal class,structural function,picnic score,condensate
UL128,V9LLX6,"['V9LLX6', 'AY446894', 'Q8TF66', 'Q9UIV8', 'P02042', 'P21589', 'Q96EM0', 'Q9UMX5']",8,,,,,,,no_meta_info,no_meta_info,,
UL13,Q6SWB8,"['P20340', 'P63027', 'Q6P4E1', 'Q9UBP4', 'Q13907', 'Q92930', 'Q9NZU5', 'P67812', 'P98170', 'Q14344', 'Q9H0N5', 'Q92793', 'O94804']",13,1.0,0.245,93.33333333,74.63002114,74.63,69.99835255,IE,tegument,0.08800899,not condensate
UL130,F5HCP3,"['Q6ZMC9', 'P61916', 'Q9NYU1', 'Q14517', 'A6NCN2', 'P18850', 'P11233', 'Q96JQ0', 'Q8N6R0', 'P01036', 'Q5VZ89', 'Q09161', 'P01037', 'P01008', 'Q9NUJ3']",15,,0.223,68.31683168,19.62616822,19.626,37.09191176,no_meta_info,no_meta_info,0.037221804,not condensate
UL131A,F5HET4,"['Q9HAN9', 'Q86SQ0', 'P21589', 'Q05707', 'Q8TAD7', 'Q5BKZ1', 'P16083']",7,1.0,0.242,73.94957983,54.26356589,54.264,35.24711316,no_meta_info,no_meta_info,0.050421744,not condensate
UL135,F5HAQ7,"['Q14746', 'Q9ULK4', 'Q92556', 'O43236', 'O96000', 'A6NCN2', 'O95202', 'P82930', 'B7ZAQ6', 'Q9GZY8', 'Q9P2E3', 'P19784', 'Q8N3U4', 'Q9UPU5', 'P98161', 'Q9Y2V7', 'Q13619', 'Q9H0U9', 'Q14BN4', 'P33121', 'Q9H7D0', 'Q9NX20', 'Q9NTJ5', 'Q9H0X9', 'Q8IZP0']",25,3.0,,99.3220339,45.77922078,45.779,8.466666667,no_meta_info,no_meta_info,,
UL136,F5HF35,,,,,96.83257919,64.58333333,64.583,30.77346278,no_meta_info,no_meta_info,,
UL138,F5HGQ8,"['Q09019', 'Q6PEY2', 'O75317', 'Q8TBZ3', 'Q9H6N6', 'Q562R1', 'Q8TAF3']",7,2.0,,96.77419355,62.72189349,62.722,22.52155172,no_meta_info,no_meta_info,,
UL14,Q6SWB7,"['Q99797', 'Q8NBN7', 'Q9H993', 'O95372', 'P09871', 'Q9Y3A6', 'Q6PKC3', 'P48449', 'Q14517', 'P01042', 'Q96L92', 'Q13363', 'O75380', 'Q92530', 'Q9H4A4', 'Q9NTX5', 'Q03154', 'O75439', 'Q13325', 'Q96AX1', 'Q6P2I3', 'Q9Y4F1', 'Q8N6R0', 'P49753', 'Q5TFE4', 'P33121', 'O00148', 'P55145', 'Q13443', 'Q9HB90', 'Q6YN16', 'Q9NRH3', 'P00736', 'Q5JTZ9', 'O14933', 'Q9NZU5', 'Q9UGV2', 'Q9NYL4', 'Q9H488', 'P36507', 'Q14344', 'P32455', 'P01008', 'O43402', 'P17612', 'P10301', 'Q9Y305', 'Q14697', 'O75306', 'P14314', 'Q14697', 'Q9Y4K3']",52,2.0,0.171,65.80645161,12.5382263,12.538,49.78156146,no_meta_info,no_meta_info,0.105221158,not condensate
UL140,F5HCK7,"['Q9H0R8', 'Q13393', 'P60520', 'Q01167', 'P37173', 'P85037', 'Q9Y5Q0', 'Q8NC42', 'O00231', 'Q9Y6R0', 'P11233', 'Q96CW1', 'Q15012', 'Q86Y82', 'Q9GZQ8', 'P16234', 'O14763', 'Q8IY17', 'P15260', 'Q8N183', 'Q9BTE3', 'O00560']",22,5.0,,100.0,54.45026178,54.45,4.756097561,no_meta_info,no_meta_info,,
UL141,Q6RJQ3,"['Q4ZIN3', 'O00220', 'Q9UBN6', 'Q9NRC1', 'O95881', 'O14763', 'P19438', 'P15151', 'P16234', 'Q9NVM1']",10,,0.155,69.23076923,25.73964497,25.74,50.61557581,no_meta_info,no_meta_info,0.060679781,not condensate
UL142,F5HHH2,,,,,68.16608997,46.2295082,46.23,35.6989936,no_meta_info,no_meta_info,,
UL145,F5HF44,"['Q9BW61', 'P98170', 'Q16531']",3,,0.0888,83.33333333,90.76923077,90.769,27.14012739,no_meta_info,no_meta_info,0.167536121,not condensate
UL146,F5HBX1,0,,,,70.94017094,0.833333333,0.833,25.31788079,no_meta_info,no_meta_info,,
UL147,F5HA06,"['Q96JQ0', 'P98170', 'Q92930', 'O95352', 'Q9H4A4']",5,,0.167,76.31578947,1.886792453,1.887,19.39519651,no_meta_info,no_meta_info,0.097387096,not condensate
UL147A,F5H8R0,"['Q9NUI1', 'Q9H6X2', 'P32189', 'P57105', 'P16885', 'Q96TC7', 'O43301', 'Q9UJ14', 'Q13637', 'Q9P291', 'A0FGR8']",11,,,91.30434783,5.333333333,5.333,13.92198582,no_meta_info,no_meta_info,,
UL148,F5H8Q3,"['P19256', 'Q8TEB9', 'O43306', 'Q8IWB1', 'P16885']",5,,0.178,60.27874564,6.962025316,6.962,42.69920635,no_meta_info,no_meta_info,0.07667931,not condensate
UL148A,F5HE74,"['Q9H0X4', 'Q16799', 'Q7L1W4', 'Q8IWA5', 'Q8TDW0', 'Q9BUV8', 'O75298', 'P25445', 'A2RU67', 'Q13286', 'P36268', 'Q9P003', 'Q6NSJ5', 'Q9UKU6', 'Q3ZAQ7', 'O60353', 'Q96PE1', 'Q96D05', 'Q8N8J7', 'P08172', 'Q9P1T7', 'Q86XS8', 'Q9UHW9', 'Q8WVQ1', 'Q96HR9', 'Q06136', 'O15126', 'Q9UI14', 'Q9NPB0', 'Q8IWT6', 'Q92633', 'Q00765', 'Q9Y3E0', 'Q15800', 'Q4KMQ2', 'Q8WWI5', 'Q06055', 'P61803', 'Q9NUN5', 'Q9C0D3', 'Q96AG3', 'P17302', 'O95197', 'Q5H8A4', 'P51809', 'Q01628', 'Q15012', 'Q8N4L2', 'Q9H6X2', 'O15400', 'P36021', 'O75110', 'Q9H7M9', 'Q9UNK0', 'O14495', 'Q9BUN8', 'Q9H6H4', 'O14494', 'P49356', 'Q9UIQ6', 'Q9UBN6', 'Q9UBU6', 'P00813', 'Q9NW15', 'Q6UW68', 'O75915', 'P20340', 'Q9Y426', 'Q9NP58', 'Q5BJH7', 'P22413', 'P05026', 'P07099', 'Q16832', 'Q86Y82', 'P21589', 'Q9BXS4', 'O00186', 'O14763', 'P40189', 'Q9NTJ5', 'Q8IZ07', 'Q709C8', 'O95881', 'O95297', 'Q08357', 'O15162', 'P15260', 'P46934', 'Q99653', 'O00560', 'P15151', 'Q9Y287', 'P48651', 'Q9NVM1', 'Q9C0B5', 'Q12846', 'O15427', 'P42892', 'Q6ZVM7', 'Q9UL25', 'Q9GZQ8', 'Q8N2K0', 'P27487', 'Q9H3N1', 'Q9NQC3', 'Q9NQC3', 'Q96G23', 'Q96QD8', 'O14828', 'Q9C0H2', 'Q01650', 'P08195', 'P02786', 'Q12884']",115,,,100.0,18.75,18.75,8.722891566,no_meta_info,no_meta_info,,
UL148B,F5HAK6,"['Q9NVM1', 'P22413']",2,,,96.0,17.5,17.5,4.616161616,no_meta_info,no_meta_info,,
UL148C,F5HDE7,"['Q9HBA0', 'Q9Y653', 'Q9Y666', 'Q5TGY1', 'Q3T906', 'Q6UWJ1', 'Q9NRU3', 'Q6T4P5', 'Q96CC6', 'Q13488', 'O75326', 'Q5T9L3', 'Q4ZIN3', 'Q9Y5Q0', 'Q14571', 'Q99584', 'Q9BVT8', 'Q96GQ5', 'Q8IU81', 'Q6ZMZ3', 'Q7L0J3', 'Q9BV23', 'Q96GF1', 'O75387', 'Q5H8A4', 'O15427', 'O75084', 'Q8IWT6', 'P19634', 'Q9HD20', 'O75787', 'P01834', 'P17302', 'Q9NXG6', 'Q4KMQ2', 'P01857', 'Q15006', 'Q9HBR0', 'Q92544', 'Q9Y487', 'Q9Y5S1', 'O60503', 'Q8NHH9', 'Q9H330', 'Q13563', 'Q9H6U8', 'Q8WVC6', 'Q9UP95', 'Q9BXP2', 'Q53EP0', 'Q8WY22', 'O43292', 'Q9Y2G8', 'Q9UGV2', 'Q5K4L6', 'Q6P1M0', 'Q8NBN3', 'P04035', 'P04920', 'O60936', 'Q71RG4']",61,,,84.12698413,5.194805195,5.195,11.62411348,no_meta_info,no_meta_info,,
UL148D,F5HHL7,"['P49674', 'Q5VU13', 'Q96C19', 'Q13228', 'Q86SJ6', 'Q9Y446', 'Q9UNP9', 'Q8TF66', 'Q0ZGT2']",9,1.0,,98.24561404,20.96774194,20.968,4.0,no_meta_info,no_meta_info,,
UL150,Q6SW05,"['Q14624', 'Q8IWV8', 'Q14517', 'Q9UBP4', 'Q9NWV8', 'Q0D2K2', 'Q2KJY2', 'Q32P28']",8,1.0,,97.56097561,98.12206573,98.122,19.36564626,no_meta_info,no_meta_info,,
UL150A,F7V998,"['Q14181', 'Q9NRY4', 'Q6UUV9', 'Q52LW3', 'Q9P2K8', 'Q5JTH9', 'P05164', 'Q96DA0', 'Q8IYS1', 'Q02388', 'Q01105', 'Q12906', 'Q96SY0', 'O60907', 'Q8IXH7', 'Q8N4C8', 'Q9NUQ6', 'Q14676', 'Q9ULH1', 'Q92609', 'Q9Y692', 'Q8IXQ6', 'Q05707', 'P00966', 'Q92466', 'Q15021', 'P49643', 'P80188', 'O60502', 'Q9BQG0', 'Q9P206', 'Q460N5', 'P22694', 'Q92793', 'Q9UEE9', 'Q9NNW5', 'Q96KR1', 'O75909', 'Q9Y618', 'P46013', 'P11388', 'O15230', 'Q9HCU0', 'Q13136', 'Q9BYK8', 'P56945', 'Q03001']",47,7.0,,89.87854251,70.11070111,70.111,21.47429907,no_meta_info,no_meta_info,,
UL15A,F5HAE6,"['P01009', 'P14735']",2,1.0,,100.0,61.76470588,61.765,8.684210526,no_meta_info,no_meta_info,,
UL16,F5HG68,"['Q29980', 'Q6NXR4', 'Q9H0H0', 'Q969Z0', 'Q9H3K2', 'Q8N7R7', 'Q8TCG1', 'Q9UNS1', 'Q8WXE1', 'P04150', 'Q8IY95', 'P42695', 'Q13535', 'Q9NRY5', 'Q4KMQ2', 'Q5RI15', 'Q86V85', 'O43299', 'Q9BZM5', 'Q14573', 'Q8NDA8', 'Q6H3X3', 'Q8N1S5', 'P57678', 'Q9H9E3', 'P32189', 'Q96RT7', 'Q9BYC5', 'Q15386', 'Q9BZQ6', 'O14787', 'Q96TA2', 'Q9NUM4', 'O76071', 'P42356', 'Q52LW3', 'Q8IWV7', 'Q96Q15', 'Q9BPX3', 'Q5JTZ9', 'P49815', 'Q8NEB9', 'P51572', 'Q29RF7', 'Q96I99', 'Q8WVX9', 'Q9BVG9', 'Q9UBF2', 'P14324', 'Q96HW7', 'P49770', 'Q9BTW9', 'O94915', 'P50990', 'Q06323', 'Q13596', 'Q96JJ3']",57,2.0,,73.8317757,19.56521739,19.565,41.92164675,no_meta_info,no_meta_info,,
UL17,F5HHT4,"['Q66LE6', 'P67775', 'P01036', 'Q92793', 'P63151', 'P30153', 'P30154', 'P62714']",8,,,100.0,42.30769231,42.308,8.12605042,no_meta_info,no_meta_info,,
UL18,F5HFB4,"['Q9BZM4', 'Q13433', 'O14787', 'O75691', 'Q8NE01', 'Q15386', 'P61769']",7,,,63.63636364,9.239130435,9.239,41.91281019,no_meta_info,no_meta_info,,
UL19,F5HI68,"['Q969U7', 'Q13620', 'Q8WVY7', 'Q8TB37', 'O95456', 'P35869', 'Q9NYI0', 'Q13619', 'Q8WTT2', 'Q9NXF1', 'Q8N474', 'P68104', 'Q13620', 'P51617', 'Q9BW61', 'Q8IWV8', 'Q9H3M7', 'A6NCN2', 'Q16531', 'Q9HCE1', 'Q14BN4', 'Q9NUQ6', 'Q9BVP2', 'Q6DN90', 'Q8N201', 'Q9BQG0', 'Q9UKV0', 'P00966', 'Q15021', 'Q15022', 'Q15003', 'Q9BYK8', 'P11388', 'Q9Y4W2', 'Q92905']",35,1.0,,70.21276596,14.28571429,14.286,21.27439024,no_meta_info,no_meta_info,,
UL2,Q6SWC7,"['Q01968', 'O43150', 'P24666', 'O15212', 'Q5T8P6', 'Q8TDZ2', 'Q8N3V7', 'Q0ZGT2', 'Q8NC51', 'P17535', 'Q92620', 'Q99471', 'O14908', 'O14745', 'Q92793', 'Q9ULH1', 'Q01581', 'Q92541', 'P46109']",19,,,100.0,13.55932203,13.559,4.161290323,no_meta_info,no_meta_info,,
UL21A,F5HH39,"['Q7Z7L7', 'Q12906', 'Q9UIG0', 'Q15022', 'Q9UJX2', 'Q9UJX3', 'P30260']",7,,,96.52173913,76.42276423,76.423,18.76428571,no_meta_info,no_meta_info,,
UL23,F5HDM3,"['Q9BQC3', 'A6NFQ2', 'Q9H078', 'O76071', 'O14908', 'Q8N3F8', 'Q8IZ07', 'Q8IVD9']",8,1.0,0.165,49.24242424,4.929577465,4.93,42.23745318,no_meta_info,no_meta_info,0.168738353,not condensate
UL24,F5H9N4,"['O43639', 'P51812', 'P16333', 'Q9H7D7']",4,3.0,0.139,48.34834835,12.29050279,12.291,56.38715486,LL,tegument,0.109691511,not condensate
UL25,F5HGJ4,,,,0.156,68.48874598,28.65853659,28.659,60.27519182,L,tegument,0.493383424,not condensate
UL30,F5HGC2,"['Q7Z2T5', 'O94901', 'Q14746', 'Q9P2N5', 'O94880', 'Q9Y4C2', 'Q9UIG0', 'Q9NWH9', 'Q8WYP5', 'O60907', 'Q16850', 'P02787', 'Q12789', 'Q9NUQ6', 'O15085', 'A0AVT1', 'P11388', 'Q9ULH1', 'Q9BQG0', 'Q15022', 'Q92793', 'Q9UGP8', 'O60306', 'Q9Y2H6']",24,2.0,,81.4159292,63.63636364,63.636,24.54285714,L,non-structural,,
UL30A,U3KRG9,"['Q9Y297', 'Q9UKB1', 'P51398']",3,,,76.62337662,2.53164557,2.532,14.02479339,no_meta_info,no_meta_info,,
UL31,Q6SWA0,"['Q09472', 'Q9BVL4', 'Q92793', 'Q92791', 'ORFL87W_(UL31)_HCMVM', 'Q8N954']",6,,0.0802,55.9566787,24.70588235,24.706,84.36102362,L,non-structural,0.37337485,not condensate
UL32,Q6SW99,"['O00463', 'Q8IYS1', 'Q8N655', 'O60645', 'Q8TD16', 'P46013', 'O00443', 'P11388', 'Q9BQG0', 'Q93052', 'Q15654']",11,2.0,0.156,86.34538153,64.91897045,64.919,78.48224661,DE,capsid,0.847383885,condensate
UL34,F5HC16,"['Q5MIZ7', 'Q6V0I7', 'Q96JQ0', 'Q14517', 'P55290', 'Q9UN70', 'Q9HCL0', 'Q9NY27', 'Q15262', 'P60510', 'Q6IN85']",11,,0.1,67.79220779,42.50614251,42.506,65.72051282,DE,non-structural,0.530800093,condensate
UL35,F5HE12,"['Q9Y4B6', 'O15294', 'Q93009', 'Q15020', 'Q8TEX9', 'Q9BW61', 'Q9Y4B6', 'Q16531']",8,1.0,0.149,62.52045827,30.57722309,30.577,68.6932064,DE,tegument,0.477213356,not condensate
UL36,F5HAY6,"['Q9NUL7', 'Q96JM2', 'P57768', 'O95071', 'Q9UK99', 'P39060', 'Q13616', 'P50395']",8,,0.142,45.51569507,7.56302521,7.563,63.82020548,IE,tegument,0.408314631,not condensate
UL37,Q6SW94,"['Q3LI72', 'Q9UIA9', 'AY446894', 'Q86XZ4', 'Q8NE01', 'P29558', 'Q68DQ2', 'Q9NPF4', 'Q07812']",9,,0.198,75.64655172,30.32786885,30.328,50.42332474,IE,non-structural,0.033544501,not condensate
UL38,F5HG98,"['Q9BTC8', 'P04637', 'Q9UBB5', 'Q16576', 'Q86YP4', 'Q9UPU5', 'Q13330', 'P49815', 'Q9GZU8', 'Q8TBG4', 'Q03468', 'O75439', 'Q12873', 'P12694', 'AY446894', 'Q14839', 'P98170', 'O95983', 'Q96RT1', 'Q92574', 'P36915']",21,1.0,0.0771,65.11627907,25.67975831,25.68,35.10803571,DE,tegument,0.264944644,not condensate
UL41A,F5HFG3,"['O94851', 'O95470', 'Q9NUY8', 'P49356', 'Q68DH5', 'Q15012', 'Q6NUQ4']",7,,,95.71428571,12.82051282,12.821,4.604477612,no_meta_info,no_meta_info,,
UL43,Q6SW89,"['Q9BZF3', 'O60333', 'P62258', 'Q04917', 'Q9H4L5', 'P61981', 'P63104', 'P31946', 'P27348']",9,7.0,0.238,61.57760814,18.91252955,18.913,43.80250991,L,tegument,0.214673966,not condensate
UL44,F5HC97,"['Q9NUL3', 'Q96GQ7', 'Q9Y2R5', 'Q9P2K5', 'Q01831', 'Q96ME7', 'Q9BYD2', 'Q9BYN8', 'Q9Y3B9', 'Q9BRJ6', 'Q9NZM5', 'Q9NX24', 'Q96DR8', 'Q15050', 'Q9H0U6', 'Q8IY81', 'Q9UPY3', 'O75569', 'Q13610', 'P82663', 'Q9H7E9', 'Q9NX58', 'P05090', 'Q9Y2R9', 'Q15646', 'Q969Q0', 'Q99575', 'Q8WXX5', 'P82930', 'P82650', 'Q9HD33', 'Q92522', 'Q9Y676', 'Q12899', 'Q9HCE1', 'Q9NUQ6', 'Q7L2E3', 'P51151', 'Q96DV4', 'Q9BVP2', 'P51398', 'P18077', 'P62910', 'P82933', 'Q9H3K6', 'Q13243', 'Q9H4A4', 'Q8IXM3', 'O95793', 'P46087', 'Q96EY7', 'Q92665', 'P82673', 'Q12849', 'Q9Y3U8', 'O60832', 'Q13242', 'Q5SSJ5', 'Q4G0J3', 'Q9NZI8', 'P25311', 'P61353', 'P84098', 'Q08170', 'Q12824']",65,1.0,0.0606,68.44660194,39.03002309,39.03,55.27370031,DE,non-structural,0.687156702,condensate
UL45,Q6SW87,"['AY446894', 'O14618', 'P51858', 'Q96T23', 'Q12899', 'O60264', 'O75367', 'Q14019', 'P30038', 'O75368', 'P05413', 'Q9BRA2', 'Q96RP9', 'Q13404', 'P82979']",15,,0.0945,48.19711538,17.77041943,17.77,92.79108986,DE,tegument,0.163303579,not condensate
UL46,F5HA93,"['Q8TBM8', 'Q9UL15', 'Q9BU02']",3,,0.0888,53.7593985,3.793103448,3.793,51.35289634,LL,capsid,0.157738009,not condensate
UL47,Q6SW85,"['Q9UPQ7', 'Q8NBT2', 'Q8N1B4', 'P25325', 'Q13761', 'P35813', 'Q8NBJ7', 'P14209', 'Q8WVJ2', 'O75061', 'Q96DF8', 'Q9BX68', 'Q8IZ21', 'Q92692', 'Q9NXH9', 'Q8N8Z6', 'Q9Y6N7', 'P30038', 'P49006', 'O14907', 'P29084', 'Q53EL6', 'Q9C0B1', 'Q68DQ2', 'Q99426', 'P30085', 'P80217', 'Q8IXH7', 'Q96BY7', 'Q9BZL6', 'Q6QNY0', 'Q9NR56', 'O75915', 'O95786', 'O14745', 'P55145', 'P49773', 'Q8IXI2', 'Q9Y680', 'Q12765', 'Q9UGV2', 'O00165', 'P29373', 'Q9BS40', 'P48449', 'P00736', 'P68036', 'Q9NV70', 'Q9BTE3', 'Q00688', 'Q5XKP0', 'Q6IBS0', 'Q92466', 'Q9Y2H6', 'P22413', 'Q5JRX3', 'Q92747', 'O95071', 'Q6P3X3', 'P04216', 'P00568', 'Q9H910', 'P46109', 'P07951', 'P36551', 'Q9H488', 'Q9P2W9', 'Q9UK76', 'O60826', 'Q8WVM8']",70,5.0,0.137,52.46440307,10.07121058,10.071,72.64092376,LL,tegument,0.376902475,not condensate
UL48,Q6SW84,"['P02042', 'O75635', 'P68871']",3,,0.0939,61.10586011,19.81258367,19.813,97.29849537,DE,tegument,0.457572556,not condensate
UL48A,F5HEN7,"['P07288', 'Q02383', 'P04279', 'P15309']",4,,,81.15942029,0.0,0.0,13.60732984,L,capsid,,
UL49,Q6SW82,"['P23280', 'P01036', 'P0CAP2', 'Q8WXX5', 'Q8IUL8']",5,,0.0741,58.77862595,22.80701754,22.807,61.7138863,LL,non-structural,0.093926443,not condensate
UL5,Q6SWC5,"['Q11201', 'Q8IZ07']",2,,,98.06451613,34.93975904,34.94,21.12052117,no_meta_info,no_meta_info,,
UL50,Q6SW81,"['Q9H0R1', 'O43299', 'Q9NYC9', 'Q8NFH3', 'P49336', 'P58401', 'A6NIH7', 'Q9BX66', 'Q8IZP0', 'Q9BYI3', 'Q01968', 'O14562', 'Q96AX1', 'Q96SY0', 'Q15714', 'O43678', 'Q9NTG7', 'Q9UFG5', 'P05165', 'Q8NFH4', 'Q9BTV5', 'Q9NXG2', 'P01036', 'Q8TDQ7', 'Q99685', 'Q9H6U6', 'Q9H2U2', 'P63167', 'P60510', 'Q3LXA3', 'Q12972', 'P38117', 'P05166', 'Q8TF09']",34,3.0,0.0301,74.46808511,25.12562814,25.126,26.58612144,DE,tegument,0.116750953,not condensate
UL51,F5HGI9,['A1KXE4'],1,,0.11,93.24324324,5.095541401,5.096,6.194244604,L,non-structural,0.430904602,not condensate
UL52,Q6SW79,"['Q14653', 'Q14653', 'Q9Y2X9']",3,,0.106,57.50394945,26.49700599,26.497,118.2011696,L,non-structural,0.275314539,not condensate
UL53,F5HFZ4,['Q9NXA8'],1,,0.0548,70.55555556,27.92553191,27.926,45.18817204,DE,tegument,0.388476771,not condensate
UL54,Q6SW77,"['AY446894', 'Q96EP1', 'Q9UL15', 'P98170']",4,2.0,0.0688,53.7037037,20.77294686,20.79,110.9852277,DE,tegument,0.703152753,condensate
UL56,F5HC79,"['P32926', 'O60218', 'P60985', 'O95833', 'O00515', 'Q9UBH0', 'B3EWG3', 'Q8TE68', 'Q9BQL6', 'Q86XP0', 'Q16719', 'P55327', 'Q6NT55', 'Q9UKQ9', 'P35228', 'P00915', 'Q86SG5', 'P26651', 'Q08AI8', 'Q9UHA7', 'Q9GZN4', 'Q9Y376', 'Q96L46', 'Q9NSA3', 'Q9UBD6', 'P0C869', 'Q9H0P0', 'O00204', 'Q9ULZ3', 'Q6MZM0', 'P02679', 'P19971', 'P57735', 'Q6ZNF0', 'P12532', 'P00450', 'Q9UN36', 'Q02487', 'P02675', 'Q96NR8', 'Q14134', 'Q9BQ50', 'P00751', 'O15231', 'P12532', 'P15374', 'P00738', 'P01871', 'Q9UKR3', 'Q92817', 'P19971', 'Q9Y251', 'P00747', 'Q6ZRV2', 'P48729', 'P02671', 'P04196', 'Q9H115', 'P02747', 'P35754', 'P02647', 'Q5VT79', 'Q3MJ16', 'P36952', 'Q9Y446', 'P18510', 'P29034', 'O43240', 'Q96LJ7', 'P16104', 'Q92876', 'O60437', 'Q14624', 'P02042', 'Q8IY21', 'Q96C19', 'Q13057', 'Q9BU89', 'P13796', 'P07741', 'Q9UIV8', 'O95336', 'O75367', 'Q15646', 'P01009', 'P02787', 'P30740', 'Q15067', 'P05120', 'Q5K651', 'Q9UMY4', 'P61088', 'P52789', 'P30043', 'Q9UKM9', 'P30085', 'Q6XQN6', 'Q6P4A8', 'Q9Y2V2', 'Q86WN1', 'C9JRZ8', 'P55809', 'O14907', 'P30038', 'O15212', 'P80188', 'Q8IUL8', 'O00391', 'P23497', 'O75635', 'P99999', 'Q8NEX9', 'Q01581', 'Q8N4C8', 'Q9NR46', 'Q86Y82', 'Q9BRA2', 'P29373', 'O95786', 'O60493', 'P01859', 'P54920', 'Q92747', 'A8K2U0', 'Q13404', 'P68871', 'P01860', 'P04114', 'P00966', 'P09601', 'O14745', 'P55145', 'Q07960', 'Q96G03', 'Q9Y3R4', 'Q9NZH8', 'O14933', 'Q9ULH1', 'O76003', 'P0C0L5', 'Q5VVQ6', 'P36543', 'Q9BYK8', 'P09110', 'P13693', 'Q6IBS0', 'P68036', 'Q96JG6', 'Q9Y617', 'Q12792', 'Q9UQ80', 'Q96FW1', 'P31947', 'Q9UDY2', 'Q6UWP8', 'P42357', 'P43490', 'P01024', 'P18669', 'P58107', 'P62805', 'P04080', 'P20591', 'Q6ZVX7', 'P01857', 'Q8WVV4', 'P04083', 'P40763', 'Q5QNW6', 'P27482', 'O15020', 'P01023', 'P69891']",173,14.0,0.0919,63.82978723,23.17647059,23.176,113.7140496,DE,non-structural,0.344247345,not condensate
UL57,F5HDQ6,"['Q9BX70', 'Q8N5F7', 'P46109']",3,,0.0658,49.64788732,15.22267206,15.223,154.9996136,DE,non-structural,0.374825604,not condensate
UL70,F5HG51,"['Q9BTY7', 'Q9UL15', 'Q9NQP4', 'O15212', 'O60925', 'O14558', 'Q99471', 'Q9NWV8', 'Q8N4Q1', 'Q99615', 'O14737', 'P54819', 'Q9UDY4', 'P61758', 'P78318', 'P0DMV9', 'Q13451', 'P48643', 'Q9UNE7', 'P78371', 'P49368', 'P17066', 'O95817', 'P10809', 'P50991', 'Q16543', 'O95816', 'Q99832', 'P40227', 'P34931', 'Q9UHV9', 'P17987']",32,,0.0633,53.34846765,6.976744186,6.977,84.1017678,LL,non-structural,0.309702801,not condensate
UL71,F5HEA3,"['Q8NBQ5', 'P28358', 'Q8IUH5', 'Q96K12', 'Q66LE6', 'Q8IYM9', 'Q6UWP7', 'Q8IY21', 'Q5TGY1', 'Q86WB0', 'Q15646', 'Q13325', 'Q8N2K0', 'Q08357', 'P63151', 'Q9UGP8', 'P22413', 'Q9Y696', 'P17301', 'Q00005', 'Q9BXS5']",21,,0.0707,88.98809524,47.92243767,47.922,25.45296167,DE,tegument,0.434661971,not condensate
UL72,Q6SW70,"['Q96LI5', 'Q9ULM6', 'Q9UIV1', 'A5YKK6', 'Q14201', 'Q9UKZ1', 'Q3ZCQ2', 'Q9UFF9', 'Q9H9A5', 'A6NCN2', 'Q92600', 'Q8IY67', 'A5YKK6', 'Q9NZN8', 'Q96LT9', 'O75175', 'Q9C0C2', 'P47756', 'P47756']",19,,0.102,63.36088154,34.53608247,34.536,66.59214286,LL,tegument,0.29481942,not condensate
UL73,F5HHQ0,"['Q68CR1', 'Q92537', 'Q9BXP2', 'Q99653']",4,,,100.0,39.25925926,39.259,15.12068966,L,envelope,,
UL74A,C1BEG3,0,,,,96.82539683,8.571428571,8.571,4.371794872,no_meta_info,no_meta_info,,
UL76,Q6SW66,"['Q9GZU8', 'P55036', 'P0CG48']",3,,0.258,69.93464052,32.30769231,32.308,46.51061571,L,tegument,0.474627729,not condensate
UL77,Q6SW65,"['P00352', 'Q8NC69', 'Q9UPN6', 'P22033', 'Q9H7D0', 'Q8NEB9']",6,1.0,0.0823,60.16949153,21.5408805,21.541,97.23399654,DE,capsid,0.137356154,not condensate
UL78,F5HET1,"['O60437', 'P54764', 'Q71F78', 'O60291', 'O43291', 'P20333', 'P24539', 'P01008', 'Q16625', 'Q9Y2L5', 'Q13308', 'Q8TF40', 'Q9Y6D6']",13,,0.175,60.25641026,12.76102088,12.761,59.05117271,DE,non-structural,0.043077834,not condensate
UL79,Q6SW63,['P0CAP2'],1,,0.0692,58.45070423,13.89830508,13.898,55.1365564,L,tegument,0.125627047,not condensate
UL82,F5HBC6,"['Q9UER7', 'Q9P1Y6', 'Q9BXS6', 'Q8WUU5', 'P27448', 'Q14814', 'Q8WV41', 'Q96TC7', 'Q9UI30', 'Q9H9C1', 'Q9H267', 'O15294', 'P46100']",13,1.0,0.12,57.38636364,21.82468694,21.825,114.3885714,L,tegument,0.478384439,not condensate
UL83,Q6SW59,"['Q9UM11', 'Q9NXK8', 'Q92738', 'Q7Z2T5', 'Q96P47', 'Q01968', 'Q16666', 'Q9Y314', 'O94992', 'Q93009']",10,2.0,,55.32319392,21.39037433,21.39,126.6900757,LL,tegument,,
UL84,F5HB40,"['P15822', 'P19784', 'Q9BYD1', 'Q07812', 'Q9C0J8', 'P67870', 'Q8N5N7', 'Q8NEV1', 'P68400']",9,4.0,0.0789,64.0569395,32.36797274,32.368,98.6064545,DE,tegument,0.536718228,condensate
UL85,F5HIN9,"['Q9H3K6', 'Q8WXX5']",2,,0.077,59.15492958,1.633986928,1.634,54.52502051,LL,capsid,0.193509399,not condensate
